cmd,time,loc,pref
"지금 강남역인데, 이 근처에 괜찮은 술집 있어?",저녁,강남역,괜찮은 술집
강남구청역 근처 혼밥하기 좋은 곳 있나요?,없음,강남구청역,혼밥
한양대 앞 식당 중 가장 맛있는 집이 어디야?,점심,한양대학교,맛
내일 점심은 뭐 먹을까?,없음,없음,없음
강남역 근처에서 혼자 밥먹기 좋은 곳을 알려주세요.,없음,강남역,혼밥하기 좋은 장소
종로3가에서 가까운 분위기 좋은 술집 추천해줘.,저녁,종로3가,분위기 좋은 술집
서울역 근처 점심 먹을만한 곳 있나요?,없음,서울역,없음
강남구청역 근처 점심먹을만한 곳 추천해주세요!,없음,강남구청역,없음
강남역 주변에 맛집이 어디야?,점심,강남역,없음
서울에 있는 맛있는 집은 어디가 있을까요?,없음,서울,맛있음
강남역 근처에 맛집 좀 알려줘.,없음,강남역,없음
강남역 주변에 혼밥하기 좋은 식당을 추천해주세요.,없음,강남역,혼밥
강남역에서 분위기 좋고 조용한 술집 좀 알려줘.,저녁,강남역,분위기 좋고 조용한 술집
홍대 근처에 분위기 좋은 술집 추천해주세요.,저녁,마포구,분위기 좋은 술집
홍대입구역 근처에 맛집 있나요?,없음,홍대입구역,없음
오늘 저녁 뭐먹지?,없음,없음,없음
강남역 주변에 괜찮은 카페가 있나요?,없음,강남역,카페
고기가 맛있는 집으로 추천해주세요.,점심,강남역,고기
강남역 주변에 맛집 추천해주세요~,없음,강남역,없음
서울 근교 드라이브 코스 추천해주세요.,없음,서울,없음
혹시 서울에서 제일 맛있는 빵집이 어딘가요?,없음,없음,빵
서울 근교로 여행갈 만한 곳이 어디있을까요?,없음,서울,없음
강남역에 분위기 좋은 레스토랑 추천해주세요.,없음,강남역,분위기가 좋아야 함
강남역에서 소개팅할 때 갈만한 레스토랑 좀 추천해 주세요.,없음,강남역,"소개팅, 레스토랑"
홍대입구역 근처에 혼밥하기 좋은 식당 있나요?,없음,홍대입구역,혼밥하기 좋은 식당
홍대나 신촌 쪽에 분위기 좋은 술집 있나요?,저녁,홍대,분위기 좋은 술집
강남역에서 데이트하기 좋은 식당 추천해주세요~,저녁,강남역,"데이트, 맛집"
서울역 근처에 괜찮은 식당 없을까?,없음,서울역,없음
강남역 주변에 괜찮은 레스토랑 좀 알려줘.,없음,강남역,괜찮은 레스토랑
주말에 갈만한 분위기 좋은 카페를 찾아줘.,없음,없음,없음
서울에서 유명한 초밥집 추천해주세요!,없음,없음,초밥
오늘 점심은 뭐 먹지?,점심,없음,없음
강남역 근처에 가성비 좋은 고깃집이 있을까요?,점심,강남역,가성비 좋은 고깃집
종로3가 쪽에 가성비 좋은 고기집 알려주세요.,없음,종로3가,가성비 좋은 고기집
서울에 분위기 좋은 레스토랑 추천해주세요.,점심,서울,분위기 좋은 곳
강남에서 놀만한곳좀 알려주세요!,없음,강남,놀만한 곳
홍대입구역 주변에 맛있는 파스타집 있나요?,없음,홍대입구역,맛있는 파스타집
홍대에서 유명한 맛집을 알려주세요.,없음,홍대입구역,없음
서울 근교로 놀러갈만한 곳 추천해주세요!,없음,서울,놀러갈만한 곳
홍대에 맛있는 집 어디있어요?,없음,홍대,없음
강남역 주변에 맛있는 곳 있나요?,없음,강남역,없음
혹시 건대 주변에 술집 추천해주실만한 곳 있나요?,저녁,건대입구역,술집
강남역 근처에 괜찮은 술집 있나요?,저녁,강남역,분위기 좋은 곳
홍대입구역 근처에 마라탕집 맛있는 곳 있나요?,없음,홍대입구역,마라탕
강남역 주변에 점심 먹을만한 곳 있나요?,없음,강남역,없음
건대나 성수 근처에 맛있는 국밥집 있을까요?,없음,건대,국밥
홍대쪽에 분위기 좋고 조용한 카페 있을까요?,없음,홍대,분위기 좋고 조용한 카페
건대입구쪽에 괜찮은 술집이 있나요?,저녁,건대입구 쪽,술집
오늘 날씨가 참 좋네. 이런 날에는 어디 놀러가야 하는데 말이야.,없음,없음,없음
강남역 주변에 분위기 좋은 술집 있나요?,저녁,강남역,분위기 좋은 술집
강남역 근처 분위기 좋은 레스토랑을 알고 싶어요.,저녁,강남역,분위기 좋은 레스토랑
서울역 근처 혼밥하기 좋은 식당 알려주세요.,점심,서울역,혼밥하기 좋은 식당
강남역 근처에 혼자서 먹을만한 밥집이 있을까요?,없음,강남역,혼자서 먹을 수 있어야 함
내일 저녁 8시에 신촌에서 술 마실 건데 안주가 맛있는 술집 좀 추천해줘.,저녁,신촌,안주가 맛있는 술집
홍대입구역 부근의 카페 중 괜찮은 곳 있나요?,없음,홍대입구역,"커피, 디저트"
강남역 주변에 소개팅하기 좋은 레스토랑이 있나요?,저녁,강남역,소개팅 장소
강남역에서 친구들이랑 갈만한 분위기 좋은 레스토랑 추천해줘.,점심,강남역,분위기 좋은 레스토랑
강남구청역 근처에 괜찮은 파스타집 있나요?,없음,강남구청역,파스타
가로수길 근처에 분위기 좋은 카페 있나요?,없음,가로수길,분위기 좋은 카페
서울역 근처에 괜찮은 횟집 있으면 추천해주세요.,없음,서울역,횟집
강남역 주변에 맛있는 중국집 알려주세요.,없음,강남역,중식
성수동 수제버거집 중 가장 맛있는 곳이 어디야?,없음,성수동,수제버거
요즘 유행하는 옷 스타일이 뭐야?,없음,없음,유행하는 옷 스타일
강남역 주변에 분위기 좋은 레스토랑 있나요?,없음,강남역,분위기 좋은 레스토랑
홍대입구역 근처에 괜찮은 술집 있나요?,저녁,홍대입구역,괜찮은 술집
강남역에 분위기 좋은 술집 추천해주세요!,저녁,강남역,분위기 좋은 술집
강남구청역 주변에 괜찮은 중국집 좀 알려주세요~,없음,강남구청역,중국집
강남역 주변에 분위기 좋은 카페 어디가 있을까요?,없음,강남역,분위기 좋은 곳
저녁으로 뭘 먹을까?,없음,없음,없음
강남역에서 소개팅하기 좋은 레스토랑 있나요?,없음,강남역,소개팅
강남역 주변에 분위기 좋은 레스토랑 추천해주세요.,없음,강남역,분위기가 좋아야 함
홍대에서 맛있는 파스타집 알려주세요!,없음,홍대,맛있는 파스타집
지금 날씨에 어울리는 옷 좀 추천해줄래?,없음,서울,계절에 맞는 옷
지금 홍대쪽으로 가고 있는데 혹시 맛집 추천해주실 수 있나요?,없음,홍대,없음
홍대입구역 쪽에 분위기 좋고 조용한 술집 있나요?,저녁,홍대입구역,분위기 좋고 조용한 술집
여기서 가까운 곳에 괜찮은 식당 있나요?,없음,없음,없음
내일 아침 일찍 문 여는 카페 알려줘.,아침,없음,일찍 문 여는 곳
강남역 주변에서 혼밥하기 좋은 식당 좀 알려줘~,없음,강남역,혼밥
서울 근교 당일치기 여행지 추천해주세요.,없음,서울,당일치기
가로수길에서 유명한 디저트 가게는 어디인가요?,없음,가로수길,디저트 가게
강남역에서 소개팅 할 만한 장소가 있나요?,없음,강남역,소개팅 하기 좋은 곳
오늘 저녁 메뉴는 무엇인가요?,없음,없음,없음
강남역 근처에 혼밥하기 좋은 식당 있나요?,없음,강남역,혼밥하기 좋은 식당
서울에서 맛있는 파스타집을 추천해주세요.,없음,서울,파스타
강남역에서 점심으로 먹을만한 혼밥 식당 추천해주세요.,없음,강남역,혼밥식당
서울 근교로 드라이브 갈만한 곳이 있을까요?,없음,서울,드라이브
홍대에 맛있는 집 좀 알려주세요!,없음,홍대,없음
서울 근교로 드라이브 할 만한 곳이 어디있을까요?,없음,서울,드라이브
홍대입구역에서 합정역 사이에 있는 카페 중에 괜찮은 곳 있나요?,없음,홍대입구역~합정역 사이,카페
신사동 가로수길 주변에 분위기 좋은 카페 있나요?,없음,가로수길,분위기 좋은 카페
오늘 저녁 메뉴로 피자와 치킨 중 어떤 걸 먹을까?,저녁,없음,피자 vs 치킨
강남역 주변에 맛있는 고기집 있나요?,점심,강남역,고기
요즘 핫한 맛집이 어디야?,없음,없음,없음
오늘 저녁 뭐 먹지?,없음,없음,없음
여자친구랑 데이트 하는데 좋은 곳 없을까요?,없음,없음,없음
지금 있는 곳이 어디야?,없음,없음,없음
서울역 주변으로 혼밥하기 좋은 곳 있나요?,없음,서울역,혼밥 가능한 식당
"서울 근교로 드라이브를 가려고 하는데, 경치 좋고 맛집이 많은 곳은 어디일까요?",없음,서울,없음
지금 강남인데 뭐 먹을까?,없음,강남,없음
양재역 주변에 괜찮은 스시집 있을까요?,없음,양재역,스시
성수동 수제화 거리의 구두 가게 중 가장 유명한 곳은 어디인가요?,없음,성수동,구두 가게
서울대학교 앞에 분위기 좋은 카페 좀 알려주세요.,없음,서울대학교 앞,분위기 좋은 카페
홍대입구역 근처의 괜찮은 카페를 알려주세요.,없음,홍대입구역,카페
내일 오전 10시쯤에 갈만한 카페 알려줘.,아침,없음,커피를 마실 수 있는 곳
제주도 여행지 추천해주세요.,없음,제주도,없음
강남역 근처에서 가성비 좋은 파스타집 추천해줘.,점심,강남역,가성비가 좋은 곳
이태원에서 가장 핫한 클럽이 어디인가요?,없음,이태원,요즘 가장 핫한 클럽
가로수길에서 점심 먹기 좋은 곳 추천해줘~,점심,가로수길,없음
내일 점심으로 먹기 좋은 식당 좀 알려줄래?,점심,강남역,없음
여기 맛집이 어디야?,없음,없음,없음
강남구청역쪽에 괜찮은 초밥집 추천해주세요.,없음,강남구청역,초밥집
가로수길에 맛있는 집 추천해주세요.,점심,신사동 가로수길,맛이 중요함
홍대입구역 근처 맛집을 알고 싶어요.,저녁,홍대입구역,없음
강남역 근처에 분위기 좋은 카페 있나요?,없음,강남역,분위기 좋은 카페
"강남역 주변에 분위기 좋은 술집을 찾고 있는데, 어디가 좋을까요?",저녁,강남역,분위기 좋은 술집
서울역 근처에 혼밥하기 좋은 식당 알려주세요.,없음,서울역,혼밥하기 좋은 식당
사당역에서 저녁먹을건데 추천좀 해주세요!,없음,사당역,없음
강남에서 분위기 좋고 맛도 있는 레스토랑 추천해주세요.,없음,강남,분위기 좋고 맛도 있는 레스토랑
"신촌, 홍대 부근의 저렴한 파스타집 추천해주세요.",점심,신촌,저렴함
신촌근처 맛있는 치킨집 알려주세요~,없음,신촌,치킨
가로수길에 분위기 좋은 와인바 추천해주세요.,저녁,신사동 가로수길,분위기 좋은 와인바
서울역 근처에 괜찮은 식당이 어디있을까요?,없음,서울역,괜찮은 식당
서울에서 가장 맛있는 삼겹살집은 어디일까?,저녁,서울,삼겹살
홍대에서 데이트할만한곳 있나요?,없음,홍대,데이트장소
강남역 맛집 중에 소개팅하기 좋은 곳 있을까요?,저녁,강남역,소개팅 장소
가로수길 주변에 괜찮은 카페를 찾고 있어요.,없음,가로수길,"커피, 디저트"
오늘 점심은 뭘 먹을까?,점심,없음,없음
강남역 근처에 맛있는 곱창집 있나요?,저녁,강남역,곱창
어디서 뭘 먹을까?,없음,없음,없음
대구 동성로 쪽에 분위기 좋은 레스토랑이나 카페 알려주세요.,없음,대구 동성로,"분위기 좋은 레스토랑, 카페"
저녁 메뉴 추천해줘.,저녁,없음,없음
왕십리역 주변 카페 추천해주세요~,없음,왕십리역,카페
신림동 순대타운에서 백순대볶음 제일 맛있는 집 알려줘.,없음,신림동 순대타운,백순대볶음
서울시 중구 을지로0가 쪽에 있는 호텔 뷔페 좀 알려주세요!,없음,을지로,호텔 뷔페
강남역 주변의 분위기 좋은 레스토랑을 추천해주세요.,없음,강남역,분위기 좋은 레스토랑
오늘은 날씨가 쌀쌀하니 따뜻한 국물이 먹고 싶어요. 어디서 먹을까요?,점심,을지로,따뜻한 국물 요리
저녁으로 먹을만한 거 추천해주세요.,없음,없음,없음
서울 근교의 분위기 좋은 레스토랑을 찾아줘.,없음,서울,분위기가 좋아야 함
홍대에 있는 분위기 좋은 레스토랑을 알려줘.,저녁,홍대,분위기 좋은 레스토랑
서울 근교에 당일치기로 갈만한 곳 있나요?,없음,서울,당일치기
대학로나 혜화 쪽에 분위기 좋은 술집 추천해주세요.,저녁,대학로,분위기 좋은 술집
서울역 맛집 알려주세요!,없음,서울역,없음
나한테 어울리는 옷 좀 골라줘!,없음,강남역 지하상가,패션
홍대에서 소개팅할만한 장소 추천해주세요.,없음,홍대,소개팅
혹시 이 근처에 맛집이 있을까요?,없음,없음,없음
서울에서 가성비 좋은 뷔페를 추천해주세요.,점심,서울,가성비가 좋아야 함
사당역 쪽에 회식하기 좋은 곳 있을까요?,없음,사당역,회식장소
강남역이나 신논현역 쪽에 분위기 좋은 술집 있을까요?,저녁,강남역,분위기 좋은 술집
홍대에 괜찮은 술집 있어?,저녁,홍대,술집
신촌이나 홍대 쪽에 괜찮은 카페 추천해주세요!,없음,신촌,카페
강남역 주변에 가성비 좋은 술집 어디가 있을까요?,저녁,강남역,가성비 좋은 술집
강남구청역 근처에 분위기 좋은 레스토랑 있을까요?,없음,강남구청역,분위기 좋은 레스토랑
서울 근교로 드라이브 갈만한 곳 알려줘.,없음,서울,드라이브
서울 근교 드라이브 코스를 알려주세요.,없음,서울,드라이브 코스
건대입구역에서 가까운 곳 중에 맛집이 어디있을까요?,없음,건대입구역,없음
대전 서구 둔산동 주변에 회식장소로 적합한 곳이 있나요?,없음,둔산동,회식장소
오늘 저녁은 뭐 먹을까?,없음,없음,없음
강남역 근처에 있는 양꼬치집 중에 맛있는 곳 알려주세요.,없음,강남역,양꼬치
여자친구 생일인데 분위기 좋은 레스토랑 추천해주세요.,없음,서울시 내,분위기 좋은 레스토랑
서울역 근처 혼밥하기 좋은 곳 알려주세요~,없음,서울역,혼밥 가능한 곳
여의도 ifc몰 주변 점심먹을만한 곳 추천부탁드립니다.,점심,여의도 IFC몰,없음
점심으로 간단히 먹을 수 있는 메뉴 추천해주세요.,점심,없음,없음
강남역 주변에 맛있는 식당 있나요?,없음,강남역,없음
강남역 근처에 조용한 카페 좀 추천해주세요.,없음,강남역,조용한 카페
"친구랑 같이 점심에 피자를 먹으려고 하는데, 어디가 좋을까요?",점심,을지로,피자
강남역에서 분위기 좋은 술집 알려주세요~,저녁,강남역,분위기 좋은 술집
강남역 근처에 혼밥하기 좋은 곳 추천해주세요.,없음,강남역,혼밥하기 좋은 곳
강남역에서 점심으로 먹기 좋은 음식점 추천해주세요.,점심,강남역,없음
서울역 근처 맛집 알려주세요.,없음,서울역,없음
이태원이나 강남쪽에 와인바 추천해주세요.,없음,이태원,와인바
강남역에서 점심 먹을만한 곳이 어디있을까요?,점심,강남역,없음
건대입구역 주변에 괜찮은 횟집 있나요?,없음,건대입구역,괜찮은 횟집
홍대에서 점심먹을만한곳좀 알려주세요~,점심,홍대,없음
서울 근교로 드라이브 갈만한 곳 있나요?,없음,서울,드라이브 코스
점심은 어디서 먹을까?,점심,없음,없음
주말에 여자친구랑 데이트하러 가기 좋은 곳 알려줘.,없음,서울,연인끼리 놀러가기 좋은 곳
요즘 핫한 카페는 어디인가요?,없음,서울 전역,최근 유행하는 카페
홍대입구역 근처에 맛있는 술집 추천해주세요.,저녁,홍대입구역,없음
여기서 가장 가까운 지하철역이 어디야?,없음,없음,지하철역
"서울 내의 유명한 한식집 중, 혼밥하기 좋은 곳을 알려주세요.",없음,서울 전역,한식
을지로입구역 근처의 회식장소를 찾아주세요.,저녁,을지로입구역,회식장소
서울에서 혼자 밥먹기 좋은 곳 추천좀 해주세요!,없음,서울 전역,혼밥 가능한 식당
제주도 여행가는데 흑돼지 맛집 좀 알려주세요.,없음,제주도,흑돼지
오늘 저녁에 친구랑 같이 먹을만한 곳 추천해줘.,저녁,서울시 성동구,없음
강남역 주변에 맛집 알려주세요!,없음,강남역,없음
서울 근교로 놀러갈 만한 곳이 있을까요?,없음,서울,없음
여의도 점심식사 할만한 곳 추천 부탁드립니다.,점심,여의도,"한식, 일식, 중식 등"
이태원역 근처 맛집 추천해주세요.,없음,이태원역,없음
오늘 점심 뭐먹지?,없음,서울,없음
가로수길에서 맛있는 파스타집 알려주세요~,없음,가로수길,맛있는 파스타집
우리 집에서 제일 가까운 영화관이 어디야?,없음,없음,없음
강남역 주변의 맛있는 중국집을 알려주세요.,없음,강남역,중국음식점
홍대에서 분위기 좋고 조용한 술집 추천해주세요!,저녁,홍대,"분위기, 조용함"
오늘 저녁은 뭐 먹지?,없음,없음,없음
강남구청역 근처에 회식할만한 곳 있나요?,없음,강남구청역,회식
이태원에서 데이트하려고 하는데 분위기 좋고 맛도 있는 레스토랑 있나요?,없음,이태원,"분위기, 맛"
강남역 주변의 분위기 좋은 레스토랑을 추천해주세요.,없음,강남역,분위기 좋은 레스토랑
강남역 근처에 혼밥하기 좋은 식당이 있을까요?,없음,강남역,혼밥
강남역 맛집 추천해주세요!,없음,강남역,없음
역삼동에서 점심 먹기 좋은 곳이 어디야?,점심,역삼동,없음
강남역 근처에 여자친구랑 가기 좋은 레스토랑 추천해줘.,없음,강남역,여자친구와 함께
강남역에서 소개팅할건데 분위기 좋고 음식 맛있는곳 알려주세요.,없음,강남역,"소개팅, 분위기 좋음, 맛있음"
성신여대 근처에 혼술하기 좋은 맥주집 추천해주세요.,없음,성신여대,혼술하기 좋은 맥주집
강남역 주변 맛집 알려줘.,없음,강남역,없음
홍대에서 제일 맛있는 집이 어디야?,없음,홍대,없음
강남역 근처에 분위기 좋은 술집 추천해주세요.,저녁,강남역,분위기
강남역 근처에 혼밥하기 좋은 식당 알려주세요.,점심,강남역,혼밥 가능한 곳
이태원 분위기 좋은 술집 알려주세요.,저녁,이태원,분위기 좋은 술집
홍대입구역 근처에서 친구들이랑 가기 좋은 술집 추천해주세요.,저녁,홍대입구역,친구들과 함께 가는 곳
홍대에서 점심 먹을만한곳 추천해주세요!,없음,홍대,없음
강남역에서 가까운 맛집이 어디있을까요?,없음,강남역,없음
강남역 근처에 분위기 좋은 레스토랑 있나요?,점심,강남역,분위기 좋은 곳
강남역 근처에 점심으로 괜찮은 밥집 있나요?,점심,강남역,없음
